"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3180000","CDFH3301022023000004","2023-04-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 신길동 236-9","서울특별시 영등포구 신길로34길 7, 2층 (신길동)","07388","국가대표 길가온 태권도장 2관","2023-04-11 09:37:06","I","2022-12-03 23:03:00.0","태권도","192131.207465307","444788.035747721","","","","","","","","",""
"3130000","CDFH3301022006000008","2006-10-16","","01","영업/정상","13","영업중","","","","","02-712-6330","","121-806","서울특별시 마포구 노고산동 19-52 2층","서울특별시 마포구 백범로1길 60, 2층 (노고산동)","04103","신촌검도관","2023-04-11 16:39:32","U","2022-12-03 23:03:00.0","","194624.326626423","450353.156593222","","","","","","","","",""
"3130000","CDFH3301022004000003","2004-06-10","","01","영업/정상","13","영업중","","","","","02-3144-1212","","121-838","서울특별시 마포구 서교동 355-27 (5층)","서울특별시 마포구 홍익로5길 25, 5층 (서교동)","04039","대성권투체육관","2023-04-11 16:31:31","U","2022-12-03 23:03:00.0","","192956.352159404","450170.979689778","","","","","","","","",""
"3130000","CDFH3301022001000006","2001-06-19","","01","영업/정상","13","영업중","","","","","02-707-1483","","121-741","서울특별시 마포구 신공덕동 155 삼성@상가지층2호3호","서울특별시 마포구 백범로37길 12, 지하1층 2,3호 (신공덕동, 삼성래미안아파트1차 상가동)","04193","용인대 한미태권도","2023-04-11 16:12:09","U","2022-12-03 23:03:00.0","","196018.691950482","449025.769079849","","","","","","","","",""
"3150000","CDFH3301022000000014","2000-09-28","","03","폐업","03","폐업","2023-04-11","","","","","","157-839","서울특별시 강서구 등촌동 632-9 7층","서울특별시 강서구 양천로 606 (등촌동,7층)","","비호태권도","2023-04-11 16:58:54","U","2022-12-03 23:03:00.0","태권도","188017.676607021","450332.811349223","","","","","","","","",""
"3130000","CDFH3301021996000004","1996-02-13","","01","영업/정상","13","영업중","","","","","02-702-7737","","121-874","서울특별시 마포구 염리동 178-55","서울특별시 마포구 백범로 111, 2층 (염리동)","04137","마포유도체육관","2023-04-11 16:18:41","U","2022-12-03 23:03:00.0","","194972.909247662","449441.078973745","","","","","","","","",""
"3100000","CDFH3301022023000002","2023-04-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 399-2 화인빌딩","서울특별시 노원구 노원로 475, 화인빌딩 2층 (상계동)","01691","리스펙다이어트PT 복싱체육관 노원점","2023-05-04 11:45:07","U","2022-12-05 00:07:00.0","권투","205659.945314658","461806.237949214","","","","","","","","",""
"3130000","CDFH3301021994000003","1994-09-09","","01","영업/정상","13","영업중","","","","","02-712-0545","","121-774","서울특별시 마포구 도화동 82 외3필지 도화3지구우성아파트18동 우성A상가 삼층 6,7호","서울특별시 마포구 삼개로 38, 18동 3층 6,7호 (도화동, 도화3지구 우성아파트상가)","04179","한얼체육관","2023-04-11 16:26:20","U","2022-12-03 23:03:00.0","","195251.653529577","448236.655548283","","","","","","","","",""
"3100000","CDFH3301022023000005","2023-04-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 하계동 208-29 신흥약국","서울특별시 노원구 공릉로 362, 신흥약국 3층 (하계동)","01790","한성태권도장","2023-04-12 09:22:51","I","2022-12-03 23:04:00.0","태권도","206087.293296068","459625.877064728","","","","","","","","",""
"3230000","CDFH3301022023000003","2023-04-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 마천동 158-2 영인빌딩","서울특별시 송파구 성내천로 223, 영인빌딩 (마천동)","05746","효 파워 점핑","2023-04-12 17:49:04","I","2022-12-03 23:04:00.0","태권도","213422.552027501","444190.950635722","","","","","","","","",""
"3220000","CDFH3301022023000005","2023-04-17","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 600-6","서울특별시 강남구 도산대로35길 39, 지층 (신사동)","06025","가이아 그래플링","2023-04-17 10:55:25","I","2022-12-03 23:09:00.0","레슬링","202612.708410687","446806.733541327","","","","","","","","",""
"3150000","CDFH3301022023000007","2023-04-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 668-1","서울특별시 강서구 강서로54길 94, 3층 (등촌동)","07591","I AM FIRST BOXING GYM","2023-04-21 13:14:31","I","2022-12-03 22:03:00.0","권투","186127.664858403","450708.646840977","","","","","","","","",""
"3240000","CDFH3301022021000002","2021-02-22","","01","영업/정상","13","영업중","","","","","02-471-9925","","","서울특별시 강동구 둔촌동 77-3","서울특별시 강동구 진황도로 170, 3층 (둔촌동)","05364","합기도 호림관","2023-04-20 14:24:38","U","2022-12-03 22:03:00.0","합기도","212490.962192385","447637.810386664","","","","","","","","",""
"3090000","CDFH3301022002000005","2002-11-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 쌍문동 94-29","서울특별시 도봉구 도봉로113길 20 (쌍문동)","01443","쌍문검도관","2023-04-20 10:50:56","U","2022-12-03 22:03:00.0","","202843.732048312","460669.768196852","","","","","","","","",""
"3090000","CDFH3301021995000011","1995-07-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 창동 593-12","서울특별시 도봉구 덕릉로63가길 42, 3층 (창동)","01463","대우체육관","2023-04-20 10:29:52","U","2022-12-03 22:03:00.0","","203289.769006257","460101.676599337","","","","","","","","",""
"3150000","CDFH3301022010000002","2010-03-10","","03","폐업","03","폐업","2023-04-26","","","","2697-2697","","157-734","서울특별시 강서구 화곡동 1145 우장산롯데캐슬상가 301호","서울특별시 강서구 공항대로 382, 301호 (화곡동, 우장산롯데캐슬상가)","07648","경희대 석사 아이러브 태권도","2023-04-26 15:10:08","U","2022-12-03 22:08:00.0","태권도","186520.549439619","450383.07946605","","","","","","","","",""
"3040000","CDFH3301022007000004","2007-10-15","","03","폐업","03","폐업","2023-04-26","","","","02)498-9903","","","서울특별시 광진구 중곡동 191-79","서울특별시 광진구 긴고랑로7길 65 (중곡동, 아이조아어린이집)","04907","용호중국무술(우슈)체육관","2023-04-26 13:24:21","U","2022-12-03 22:08:00.0","우슈","207040.514604653","451550.830682034","","","","","","","","",""
"3210000","CDFH3301022009000005","2009-08-10","","01","영업/정상","13","영업중","","","","","537-9901","","137-763","서울특별시 서초구 반포동 18-1 삼성레미안퍼스티지 중심상가 414호","서울특별시 서초구 반포대로 275,  414호 (반포동,삼성레미안퍼스티지 중심상가)","","주공체육관","2023-04-30 14:35:25","U","2022-12-05 00:02:00.0","","199863.640575162","444524.211587165","","","","","","","","",""
"3220000","CDFH3301022023000006","2023-05-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 개포동 158 일영빌딩","서울특별시 강남구 선릉로 28, 일영빌딩 4층 (개포동)","06325","수 태권도 인성교육관","2023-05-03 15:30:42","I","2022-12-05 00:05:00.0","태권도","205356.070386897","442238.420572967","","","","","","","","",""
"3240000","CDFH3301022009000006","2009-09-16","","03","폐업","03","폐업","2023-05-03","","","","","","","서울특별시 강동구 길동 347-2 2층","서울특별시 강동구 양재대로 1526 (길동)","05303","라틴댄스트레이닝태권도","2023-05-03 17:06:32","U","2022-12-05 00:05:00.0","","212460.922290705","448851.450727501","","","","","","","","",""
"3080000","CDFH3301022010000001","2010-01-13","","01","영업/정상","13","영업중","","","","","","","142-819","서울특별시 강북구 미아동 698-3","서울특별시 강북구 삼양로27길 38, 2층 (미아동)","01194","메이트 태권도","2023-05-04 17:55:01","U","2022-12-05 00:07:00.0","","201609.49473987","457411.476225215","","","","","","","","",""
"3200000","CDFH3301022023000003","2023-05-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 944-29 동해빌딩","서울특별시 관악구 남부순환로 1713-7, 동해빌딩 지하1층 (봉천동)","08757","한국위너복싱 봉천점","2023-05-09 08:22:01","I","2022-12-04 23:01:00.0","레슬링","194700.122350385","442356.552133546","","","","","","","","",""
"3040000","CDFH3301022023000002","2023-05-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 중곡동 341-8","서울특별시 광진구 천호대로 569, 지층 (중곡동)","04929","제이복싱","2023-05-11 10:45:30","I","2022-12-04 23:03:00.0","권투","207132.241304677","450502.916083112","","","","","","","","",""
"3050000","CDFH3301022021000002","2021-02-19","","03","폐업","03","폐업","2023-05-10","","","","","","","서울특별시 동대문구 이문동 335-13","서울특별시 동대문구 이문로 73, 지층 (이문동)","02451","성진합기도","2023-05-10 11:18:14","U","2022-12-04 23:03:00.0","합기도","205071.906572671","454620.054068936","","","","","","","","",""
"3200000","CDFH3301021996000010","1996-08-08","","03","폐업","03","폐업","2023-04-30","","","","02-871-9111","","151-914","서울특별시 관악구 신림동 94-296 3층","서울특별시 관악구 서림길 3, 3층 (신림동)","08828","원도체육관","2023-05-11 17:23:11","U","2022-12-04 23:03:00.0","태권도","194411.343120624","441527.439200043","","","","","","","","",""
"3140000","CDFH3301022006000004","20060804","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 413-4","서울특별시 양천구 월정로 69, 3층 (신월동)","07929","태낭태사 태권도","2022-04-18 15:53:29","U","2021-12-03 22:00:00.0","","185851.659676817","447063.252840704","","","","","","","","",""
"3010000","CDFH3301022004000002","20040617","","01","영업/정상","13","영업중","","","","","2232-3555","","100824","서울특별시 중구 신당동 291-29 백록빌딩 3층","","","용인대 아리랑 태권도장","2022-07-29 17:25:13","U","2021-12-06 21:01:00.0","","201422.078206465","451064.565340675","","","","","","","","",""
"3200000","CDFH3301022006000007","2006-12-28","","01","영업/정상","13","영업중","","","","","02-874-9444","","151-913","서울특별시 관악구 봉천동 952-1","서울특별시 관악구 국회단지길 7 (봉천동)","","경희대 박병호 태권도장","2023-05-12 09:39:02","U","2022-12-04 23:04:00.0","태권도","194553.838438621","442719.413175605","","","","","","","","",""
"3150000","CDFH3301022023000008","2023-05-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 349-15 광성빌딩","서울특별시 강서구 강서로17길 6, 광성빌딩 지층 (화곡동)","07764","싸비복싱 멀티짐(킥복싱?컨디셔닝)","2023-05-15 09:41:06","I","2022-12-04 23:07:00.0","권투","186250.204082298","447918.395992329","","","","","","","","",""
"3220000","CDFH3301022023000004","2023-04-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 110-26","서울특별시 강남구 학동로53길 17, 지하1층 (논현동)","06059","STS BOXING","2023-04-13 17:14:54","I","2022-12-03 23:05:00.0","권투","203452.111240766","446221.680978606","","","","","","","","",""
"3150000","CDFH3301022023000006","2023-04-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 340-57 대강빌딩","서울특별시 강서구 강서로18길 16, 대강빌딩 2층 (화곡동)","07756","용인대 양천유도관 본관","2023-04-12 16:20:20","I","2022-12-03 23:05:00.0","유도","186383.43721043","447944.444676237","","","","","","","","",""
"3090000","CDFH3301022006000009","2006-11-15","","01","영업/정상","13","영업중","","","","","992-8105","","","서울특별시 도봉구 창동 807 쌍용아파트","서울특별시 도봉구 마들로 567, 쌍용아파트 상가 3층 3호 (창동)","01410","백두 태권도","2023-04-13 15:14:00","U","2022-12-03 23:05:00.0","","204169.765708943","461930.191335537","","","","","","","","",""
"3090000","CDFH3301022006000007","2006-09-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 도봉동 30-1 도봉한신아파트","서울특별시 도봉구 마들로 859-19, 4층 (도봉동, 도봉한신아파트)","01318","용인대 한신 태권도","2023-04-20 10:51:44","U","2022-12-03 22:03:00.0","","204169.847670316","464814.717432497","","","","","","","","",""
"3030000","CDFH3301022023000002","2023-04-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 금호동4가 1028 재호예향빌","서울특별시 성동구 독서당로 265, 재호예향빌 B01호 (금호동4가)","04725","옥수 검도관","2023-04-25 15:09:02","I","2022-12-03 22:07:00.0","검도","201596.221502346","449401.053083778","","","","","","","","",""
"3070000","CDFH3301022004000006","2004-08-23","","01","영업/정상","13","영업중","","","","","","","136-090","서울특별시 성북구 종암동 80-3 삼성래미안아파트 상가동동 302호","서울특별시 성북구 종암로27길 37, 상가동 302호 (종암동, 삼성래미안아파트)","136-090","보성태권도","2023-04-25 13:08:47","U","2022-12-03 22:07:00.0","태권도","202637.536723851","455541.762779395","","","","","","","","",""
